propertyCode,thumbnail,externalReference,numPhotos,floor,price,priceInfo,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,topPlus,parkingSpace,highlight,newDevelopmentFinished
104875935,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/89/11/84/1234630857.webp,VL240514-03,44,3,179000.0,"{'price': {'amount': 179000.0, 'currencySuffix': '€'}}",flat,sale,130.0,True,5,2,calle Jaime Segarra,Alicante,Alicante / Alacant,Campoamor-Carolinas-Altozano,es,Carolinas Altas,38.3568382,-0.4834165,False,https://www.idealista.com/inmueble/104875935/,1329,"Hispania Inmobiliaria vende vivienda en Carolinas Altas, junto calle Jaime Segarra. Superficie 130 m2, 5 dormitorios, 2 baños, totalmente reformado (electricidad, tuberías, todo nuevo), ventanas de PVC, 6 aires acondicionados (uno en cada dormitorio y en el salón), armarios en cada habitación, cocina amueblada y equipada con electrodomésticos. Comunidad 40 euros mensuales. Esta información tiene carácter informativo por lo que no supone información contractual alguna, siendo su uso estrictamente comercial. El precio de venta anunciado no incluye impuesto de transmisiones patrimoniales, ni gastos de notaría y registro.",True,good,False,False,1377.0,{'typology': 'flat'},"{'subtitle': 'Carolinas Altas, Alicante / Alacant', 'title': 'Piso en calle Jaime Segarra'}",False,False,False,False,False,False,,,
103028447,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/50/24/7e/1175633327.webp,GE5119,26,1,319000.0,"{'price': {'amount': 319000.0, 'currencySuffix': '€'}}",flat,sale,100.0,True,3,2,barrio Centro Tradicional,Alicante,Alicante / Alacant,Centro,es,Centro Tradicional,38.3439994,-0.4840157,False,https://www.idealista.com/inmueble/103028447/,277,"Espectacular vivienda en pleno centro de alicante. En el centro de la ciudad a dos minutos de la explanada de expaña, junto a la rambla, a 5 minutos andando a la playa de alicante.  vivienda seminueva de 2018 en perfecto estado. Compuesta por 3 dormitorios, 2 baños, dos balcones, cocina y patico. Primeras calidades, ventanas climalit, paredes lisas, aire acondicionado frío/calor, suelo tarima. Se vende amuelado y equipado, con mobiliario, electrodomésticos. Garaje opcional.",False,good,False,True,3190.0,{'typology': 'flat'},"{'subtitle': 'Centro Tradicional, Alicante / Alacant', 'title': 'Piso'}",False,False,False,False,False,False,,,
100938181,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/25/7d/bc/1104542818.webp,,26,3,790000.0,"{'price': {'amount': 790000.0, 'currencySuffix': '€'}}",flat,sale,217.0,True,4,3,"avenida Doctor Ramón y Cajal, 12",Alicante,Alicante / Alacant,Centro,es,Ensanche-Diputación,38.3393199,-0.4892201,True,https://www.idealista.com/inmueble/100938181/,949,"EXCELENTE UBICACIÓN, a pocos metros del paseo marítimo, del centro de negocios emergente de la ciudad, parques y muy bien conectado con todos los servicios básicos. Las calidades y espacios amplios de este piso, son máximas. Muy importante, cuenta con dos plazas garaje. No esperes más, contáctanos y ven a conocer el apartamento de tus sueños.",True,good,False,True,3641.0,{'typology': 'flat'},"{'subtitle': 'Ensanche-Diputación, Alicante / Alacant', 'title': 'Piso en avenida Doctor Ramón y Cajal, 12'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
105468329,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f8/b0/3b/1253136904.webp,,21,2,150000.0,"{'price': {'amount': 150000.0, 'currencySuffix': '€'}}",flat,sale,90.0,True,3,2,calle Pinoso,Alicante,Alicante / Alacant,Campoamor-Carolinas-Altozano,es,Carolinas Altas,38.3575451,-0.4826581,False,https://www.idealista.com/inmueble/105468329/,1398,"¡Descubre tu nuevo hogar en Carolinas Altas! Este encantador piso de 90 m², ubicado en una tranquila y bien comunicada zona, te sorprenderá con su excelente iluminación natural y frescura. Con tres amplios dormitorios y dos baños, es perfecto para familias o para aquellos que buscan espacio adicional. Los armarios empotrados ofrecen un almacenamiento óptimo, mientras que la decoración, realizada con dedicación y amor, crea un ambiente acogedor y elegante.  Situado en la segunda planta de un edificio con ascensor, este piso exterior garantiza vistas despejadas y una ventilación cruzada que mantiene el ambiente siempre agradable. La calefacción eléctrica y el aire acondicionado aseguran tu confort durante todo el año. Además, su estado de conservación es excelente, listo para entrar a vivir sin necesidad de reformas. No pierdas la oportunidad de visitar esta joya en Carolinas Altas, ¡tu futuro hogar te espera!",False,good,False,False,1667.0,{'typology': 'flat'},"{'subtitle': 'Carolinas Altas, Alicante / Alacant', 'title': 'Piso en calle Pinoso'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 18000.0}",,
105355942,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b4/b4/d4/1249624620.webp,MRG527,24,7,255000.0,"{'price': {'amount': 255000.0, 'currencySuffix': '€'}}",flat,sale,102.0,True,3,2,barrio Ensanche-Diputación,Alicante,Alicante / Alacant,Centro,es,Ensanche-Diputación,38.3418271,-0.490491,False,https://www.idealista.com/inmueble/105355942/,891,"Hoy os traemos esta vivienda en una de las mejores zonas de la ciudad al lado de la Plaza Seneca con una fantastica Orientación y muy buena altura lo que hace que toda la vivienda tenga mucha luz natural. La vivienda cuenta con 3 habitaciones 1 baño completo y 1 aseo cocina con galería y salida al aseo y una de las habitaciones ahora se encuentra con entrada desde la cocina, el. salon dispone de una pequeña terraza desde donde podremos ver un pedazo de la plaza Seneca. La ubicación de la vivienda es fenomenal se encuentra en una de las zonas del centro muy tranquilas con su gran Plaza Seneca al lado y toda clase de tiendas, super, restaurantes, etc. ademas de tener El Corte Inglés apenas a 5 minutos andando, tambien cuenta con servicios de transporte publico en la misma calle al lado del piso, ahora mismo se encuentra para reformar y se da la opción con otro precio diferente reformada completamente integral con muy buenos acabados muy modernos. NO DEJES DE VISITAR Y VER OPCIONES DE REFORMA INTEGRAL.",True,renew,False,True,2500.0,{'typology': 'flat'},"{'subtitle': 'Ensanche-Diputación, Alicante / Alacant', 'title': 'Piso'}",False,False,False,False,False,False,,,
105207638,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1d/be/09/1245167528.webp,1490-VE,29,2,199999.0,"{'price': {'amount': 199999.0, 'currencySuffix': '€'}}",flat,sale,100.0,True,3,1,calle Maestro Marqués,Alicante,Alicante / Alacant,Centro,es,Mercado,38.3505089,-0.4891238,False,https://www.idealista.com/inmueble/105207638/,927,"Apartamento en Centro, con 100 m² construidos, 95 m² útiles, 3 dormitorios, 1 baños, reformado, exterior, planta 2, 4 armarios, 1 terraza(s), 5 m² de terraza, cocina con electrodomésticos, ascensor, más de 30 años, 6 plantas del edificio, calefacción individual, combustible eléctrico, aire acondicionado frío/calor, agua caliente individual, energía agua eléctrica, gastos de comunidad/mes de 100 €, incluye agua, suelo de porcelánico, balcón. Descubre tu nuevo hogar en el corazón de Alicante! Este impresionante piso recién reformado con las mejores calidades del mercado ubicado a solo 3 minutos a pie de Luceros, te ofrece una combinación perfecta de comodidad y estilo. Con acceso directo a la estación de tram y rodeado de todos los servicios, tiendas, restaurantes y comodidades, tendrás todo lo que necesitas al alcance de tu mano. Además, estarás a solo 5 minutos caminando del majestuoso Castillo de San Fernando, ideal para paseos relajantes y vistas panorámicas. Este piso de 100m² construidos y 100m² útiles cuenta con 3 dormitorios y un baño, diseñado para disfrutar del sol de Alicante. La luz natural inunda cada rincón del inmueble, creando un ambiente cálido y acogedor. La terraza principal es perfecta para cenar al aire libre y disfrutar de las noches mediterráneas. Recién reformado con ventanas climalet obstantes de PVC cocina con la mejor calidades y electrodomésticos con garantía armarios importados, sanitarios marca roca todo al detalle la vivienda está hecha con mucho gusto y un buen diseño. este piso cuenta con todas las comodidades modernas: armarios empotrados, calefacción y aire acondicionado por bomba de frío/calor, ascensor y orientación sur-oeste para aprovechar al máximo la luz solar. No pierdas la oportunidad. Este piso no solo te ofrece una ubicación central y todas las comodidades que puedas necesitar, sino también un refugio tranquilo donde podrás relajarte y disfrutar de la vida. ¡Contáctanos hoy mismo para más información y para programar una visita!",False,good,False,True,2000.0,{'typology': 'flat'},"{'subtitle': 'Mercado, Alicante / Alacant', 'title': 'Piso en calle Maestro Marqués'}",False,False,False,False,False,False,,,
105710180,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/72/db/9b/1260691179.webp,08GADEPEINI,42,9,592000.0,"{'price': {'amount': 592000.0, 'currencySuffix': '€'}}",penthouse,sale,196.0,True,5,3,"avenida del Doctor Gadea, 4",Alicante,Alicante / Alacant,Centro,es,Centro Tradicional,38.341723,-0.4872354,True,https://www.idealista.com/inmueble/105710180/,647,"Ático en venta en el centro de Alicante para reformar.  magníficas vistas, todo exterior Penthouse for sale in the centre of Alicante to reform.  magnificent views, all exterior.",True,renew,False,True,3020.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Centro Tradicional, Alicante / Alacant', 'title': 'Ático en avenida del Doctor Gadea, 4'}",False,False,False,False,False,False,,,
105171733,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7d/35/b3/1244076043.webp,GE5135,30,6,380000.0,"{'price': {'amount': 380000.0, 'currencySuffix': '€'}}",flat,sale,128.0,True,3,2,barrio Ensanche-Diputación,Alicante,Alicante / Alacant,Centro,es,Ensanche-Diputación,38.3408384,-0.4919231,False,https://www.idealista.com/inmueble/105171733/,1050,"Estupenda vivienda en pleno centro de Alicante, dispone de 128 metros2, totalmente reformada muy luminosa con vistas despejadas y silenciosa pues está situada en la última planta. Con una entrada a amplia estancia, salón comedor, creando dos ambientes con mirador y salida a una acogedora terraza. Gran cocina espaciosa con muebles de primera calidad y diseño. En la cocina se accede a pequeña habitación convertida en despensa, así como a una galería acristalada. Posee dos baños completos uno con ducha y otro con bañera. Los dos cuentan con ventana. Tres dormitorios dobles uno de ellos con armario empotrado. El dormitorio principal es muy amplio. Cuenta con: calefacción por radiadores por toda la casa con caldera de gas. Dos aparatos de aire acondicionado. Ventanas climalit, suelo de parquet. Incluye un trastero. Una excelente oportunidad de que usted adquiera la casa de sus sueños. Ofrecemos posibilidad de financiación hasta el 100%.",False,good,False,True,2969.0,{'typology': 'flat'},"{'subtitle': 'Ensanche-Diputación, Alicante / Alacant', 'title': 'Piso'}",False,False,False,False,False,False,,,
96041991,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b0/db/b4/1074850092.webp,08026,21,4,187260.0,"{'price': {'amount': 187260.0, 'currencySuffix': '€'}}",duplex,sale,60.0,True,2,1,barrio Centro Tradicional,Alicante,Alicante / Alacant,Centro,es,Centro Tradicional,38.344997,-0.4829042,False,https://www.idealista.com/inmueble/96041991/,155,"Ático Dúplex en Alicante zona Centro, 60 m. de superficie, 6 m2 de terraza, 200 m. de la playa, una habitación doble y una habitación sencilla, un baño, propiedad para entrar a vivir, cocina equipada, suelo de cerámico, carpintería exterior de aluminio / climalit.  Extras: agua, aire acondicionado, armarios empotrados (2), ascensor, línea telefónica, luz, t. v. , terraza, (undefined), (undefined), (undefined), autobuses, árboles, céntrico, centros comerciales, centros médicos, colegios, costa, parques  Gastos de comunidad: 150 Eur.",False,good,False,True,3121.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'Centro Tradicional, Alicante / Alacant', 'title': 'Dúplex'}",False,False,False,False,False,False,,,
105876129,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/27/53/c5/1265675058.webp,01299,2,2,495000.0,"{'price': {'amount': 495000.0, 'currencySuffix': '€'}}",flat,sale,130.0,True,3,2,avenida de Federico Soto,Alicante,Alicante / Alacant,Centro,es,Ensanche-Diputación,38.3453702,-0.4909929,False,https://www.idealista.com/inmueble/105876129/,861,"Venta magnifico piso en Avenida Federico Soto, situado en el centro de Alicante, junto al Corte Inglés y la Plaza de los Luceros. Con 130 m2 construidos. Segunda planta con ascensor. Se encuentra totalmente reformado, para entrar a vivir. Cuenta con tres dormitorios y dos baños. A la calle dan dos dormitorios y el salón. Distribución: Hall de entrada Tres dormitorios, dos de ellos con armarios empotrados y de medidas 15 y 12 m2. El otro dormitorio de unos 8 m2. Dos cuartos de baño, uno con ducha con mampara, wc y mueble en el lavabo y el otro con ducha de obra, WC, bidé y mueble en el lavabo. Salón comedor de unos 36 m2 totalmente rectangular. Cocina con muebles altos y bajos y bancada de mármol brasileño, con horno, microondas y vitrocerámica Con galería cerrada y acristalada y con armarios. Trastero en pasillo Calidades: ojos de bueno en pasillo, cocina, baños, salón y dormitorio Pintura lisa en paredes Aire acondicionado frio/calor por conductos en toda la casa Suelo de tarima de buena calidad en todo el piso, menos baños y cocina que es de gres Ventanas de aluminio color gris con doble cristal en fachada a la calle Ventanas de aluminio color blanco en interior Puertas de madera de nogal Termo a gas por botella, pero se puede contratar gas ciudad.",False,good,False,True,3808.0,{'typology': 'flat'},"{'subtitle': 'Ensanche-Diputación, Alicante / Alacant', 'title': 'Piso en avenida de Federico Soto'}",False,False,False,False,False,False,,,
104774393,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/15/16/38/1231208961.webp,24SEREIXINI05,72,6,595000.0,"{'price': {'amount': 595000.0, 'currencySuffix': '€'}}",flat,sale,200.0,True,4,3,"calle de Álvarez Sereix, 5",Alicante,Alicante / Alacant,Centro,es,Centro Tradicional,38.3454214,-0.4890059,True,https://www.idealista.com/inmueble/104774393/,689,"Estupenda vivienda con calidades excepcionales en el centro de alicante 4 dormitorios y 3 baños totalmente reformada y mejorada. Luminosa, soleada y vistas despejadas. Plaza de garaje incluída en el precio.",False,good,False,True,2975.0,{'typology': 'flat'},"{'subtitle': 'Centro Tradicional, Alicante / Alacant', 'title': 'Piso en calle de Álvarez Sereix, 5'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
105785771,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/12/37/1f/1263209910.webp,VG607,26,2,149500.0,"{'price': {'amount': 149500.0, 'currencySuffix': '€'}}",flat,sale,88.0,True,3,1,barrio Carolinas Altas,Alicante,Alicante / Alacant,Campoamor-Carolinas-Altozano,es,Carolinas Altas,38.3580922,-0.4849556,False,https://www.idealista.com/inmueble/105785771/,1491,"¡PISO EN VENTA CON PAGO APLAZADO! Piso 2º con ascensor de unos 92m2 que se distribuye en: Salón amplio y luminoso con balcón, aire acondicionado, 3 dormitorios (de los cuales DOS dobles y Uno simple) cocina independiente amueblada con galería, armarios empotrados en habitaciones y pasillo. Baño completo con plato de ducha. suelo de tarima listo para entrar a vivir. Ubicación próxima al centro de salud, gasolinera, colegios, hospital y con la suerte de tener coneccion en transporte público a toda la ciudad y la playa. Llamanos y comentanos qué te parece y si estan interesado en conocer el inmueble, te asesoramos sin compromisos. ! A Qué esperas ¡ El presente documento tiene carácter meramente informativo, orientativo y no vinculante, por lo que no supone información contractual alguna, siendo su uso estrictamente comercial*.",False,good,False,True,1699.0,{'typology': 'flat'},"{'subtitle': 'Carolinas Altas, Alicante / Alacant', 'title': 'Piso'}",False,False,False,False,False,False,,,
104710772,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c1/aa/9e/1229306181.webp,,6,bj,135000.0,"{'price': {'amount': 135000.0, 'currencySuffix': '€'}}",flat,sale,70.0,True,2,2,"avenida de Villajoyosa, 37",Alicante,Alicante / Alacant,Plà del Bon Repòs-La Goteta-San Antón,es,Raval Roig-Virgen del Socorro,38.3503464,-0.4709792,True,https://www.idealista.com/inmueble/104710772/,1064,"¡LEER BIEN!   Actualmente está como local. Solo falta el final de obra para convertirlo en vivienda. Ubicada a tan solo 2 minutos del Postiguet, esta vivienda de 2 habitaciones y 2 baños es ideal para inversores que quieran tener una vivienda turística al lado del mar a un bajo costo. Está totalmente reformada y se vende con muebles tal y como se muestran en las fotos. Cuenta con parking (orden de llegada). También existe la posibilidad de comprar el local de al lado que está en estado de obra.  Existe un proyecto de aquí a unos años en el cual van a derribar las construcciones que hay al frente y así poder tener vistas al mar desde la vivienda. .",False,good,False,False,1929.0,{'typology': 'flat'},"{'subtitle': 'Raval Roig-Virgen del Socorro, Alicante / Alacant', 'title': 'Piso en avenida de Villajoyosa, 37'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
105155422,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/20/61/40/1243607436.webp,GT116,21,2,323000.0,"{'price': {'amount': 323000.0, 'currencySuffix': '€'}}",flat,sale,115.0,True,3,2,barrio Ensanche-Diputación,Alicante,Alicante / Alacant,Centro,es,Ensanche-Diputación,38.3428195,-0.4941614,False,https://www.idealista.com/inmueble/105155422/,1163,"Lufran Casas, les presenta esta propiedad en pleno centro de la ciudad, en la avenida Oscar Espla, a pocos metros de El Corte Ingles, y estación de Adif, es una segunda planta con ascensor, distribuida en 3 dormitorios, cocina, galería, dos baños y balcón.  Zona centro con multitud de servicios, tiene conexiones con autobús y tram hacia todas las zonas de Alicante, playa de San Juan y El Campello, un gran número de servicios disponibles en su entorno.  En cuanto a su estado, principalmente de origen, tiene reforma en cocina, aportando la posibilidad de aprovechar su gran distribución, vistas despejadas, y una ubicación inmejorable!  No deje pasar ésta oportunidad de inversión en pleno centro de la ciudad, estaremos encantados de ampliarle toda la información que sea de su interés. ***Todos los datos expresados en éste documento son meramente informativos orientativos y no vinculantes, carecen de valor contractual alguno, siendo su uso estrictamente comercial. ****.",False,good,False,True,2809.0,{'typology': 'flat'},"{'subtitle': 'Ensanche-Diputación, Alicante / Alacant', 'title': 'Piso'}",False,False,False,False,False,False,,,
100371703,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8b/1c/11/1214739103.webp,AEPISO166,13,2,344500.0,"{'price': {'amount': 344500.0, 'currencySuffix': '€'}}",flat,sale,105.0,True,3,4,barrio Benalúa,Alicante,Alicante / Alacant,Benalúa-La Florida-Babel-San Gabriel,es,Benalúa,38.3405824,-0.4969679,False,https://www.idealista.com/inmueble/100371703/,1467,"Una casa no es solo un espacio para que vivan las personas, es un lugar para compartir, nutrir y recordar momentos de felicidad. Pensando en todos los miembros de la familia, estas residencias ofrecen la opción de 1, 2, 3 o 4 dormitorios para que todos puedan disfrutar de su propio espacio.  Encuentra espacios de convivencia, descanso, ocio o trabajo en esta promoción Los equipos comunes para su nuevo desarrollo también pueden ayudar a que su nuevo hogar sea más cómodo. Incluye garaje comunitario, trastero, gimnasio y una magnífica piscina en la azotea del edificio. Desde una altura disfrutarás de un agradable baño mientras admiras las impresionantes vistas al mar y al horizonte alicantino Vea qué plan se adapta mejor a sus preferencias y elija el adecuado para usted. Tu nueva casa contará con aerotermia centralizada para ACS. Esta tecnología limpia extrae energía del aire y la transfiere al agua mediante una bomba de calor, que crea la temperatura necesaria para calentarla. Al disfrutar de aire caliente en tu nuevo hogar, te beneficias de las siguientes ventajas: No necesitas gas, por lo que no tienes que contratar el servicio ni incurrir en los gastos asociados. El mantenimiento será mucho menor que los paneles solares. Es un sistema más ecológico, por lo que contribuirás sin esfuerzo a la protección del medio ambiente. No produce residuos ni humos. La energía térmica del aire es 5 veces más eficiente que los medios convencionales. Además de la energía térmica de gas, el apartamento también contará con doble acristalamiento para mejorar su confort térmico y acústico mientras ayuda a mantener los costos de energía al mínimo y sus facturas a final de mes no serán tan altas. El edificio se encuentra en una zona privilegiada de Alicante, ya que a escasos metros podrá disfrutar de vistas al mar y aprovechar al máximo los centros de ocio y comercio de la ciudad. Estupendas tiendas y accesos rápidos a autopistas y autovías. Además, junto al edificio encontrarás colegios, supermercados y diferentes opciones para pasar un buen rato en familia o con amigos. Desde 158 000 € hasta 419 000 €  ** Nuestras ofertas no son contractuales y pueden contener errores.** Brindamos asistencia integral durante todo el proceso de compra y venta de su propiedad. Contamos con asesores externos en asuntos fiscales y legales. Nuestros servicios incluyen la obtención del NIE (número de identificación de extranjero), préstamos hipotecarios (hasta un 100 % de financiación), proyectos de inversión, obtención de licencias turísticas, informes técnicos de diagnóstico, regulaciones de la comunidad, declaraciones de división, modificaciones, registros y cuestiones de sucesión. Actúe rápidamente, ¡porque esta excepcional oportunidad de venta no durará mucho en el mercado! [IW].",False,good,False,True,3281.0,{'typology': 'flat'},"{'subtitle': 'Benalúa, Alicante / Alacant', 'title': 'Piso'}",True,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
104103418,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e8/37/22/1209890755.webp,AV55,32,4,549000.0,"{'price': {'amount': 549000.0, 'currencySuffix': '€'}}",flat,sale,145.0,True,3,2,barrio Centro Tradicional,Alicante,Alicante / Alacant,Centro,es,Centro Tradicional,38.3466222,-0.4883304,False,https://www.idealista.com/inmueble/104103418/,653,"INMOTRADING te ofrece un piso de 145 metros cuadrados construidos, en una de las mejores zonas de Alicante, ubicado en un edificio de solo 5 vecinos, uno por planta y con un diseño y arquitectura pensado en la amplitud, distribución y luminosidad, el piso se sitúa en la 4ª planta del edificio, cuenta con ventanas en cada una de sus estancias, incluido el pasillo, por lo cual al ser un piso centrico, siempre tendrás luz natural. Entrando al piso tenemos un amplio recibidor, a mano derecha, se encuentra el dormitorio principal con un gran ventanal, luego un despacho con acceso al balcón o terraza ya que es un lugar perfecto para tomar un café en las mañanas y tomar el sol, siguiendo por el pasillo tenemos a mano izquierda una cocina office tradicional de esta arquitectura, con armarios altos, totalmente equipada y acceso a la galería donde esta el termo eléctrico, zona para tender ropa, un espacio altura que puede ser utilizado como trastero y un aseo adicional. Volviendo al pasillo tenemos las otras 2 habitaciones las cuales son amplias, con espacio para una zona de estudio, cada una con armario empotrado y luz natural. El siguiente espacio de la casa y de los más especiales de la misma es un salón totalmente luminoso, rodeado de ventanas altas, el cual puedes utilizar totalmente como salón o dividirlo en una sección de juegos para los más peques, a continuación de este espacio tenemos el comedor desde el cual alcanzas a ver el castillo Santa Bárbara y los fuegos artificiales de hogueras; por último un baño con plato de ducha totalmente reformado y moderno.  En cuanto a características técnicas, el edificio cuenta con ascensor, en la vivienda el suelo es de madera, ventanas climalit de doble acristalamiento, calefacción por radiadores en todas las estancias del piso, hay posibilidad de unir el salón con el comedor y obtener un espacio más grande y luminoso, todo depende de vuestro gusto y diseño. En la zona donde se encuentra el piso hay a tan solo 5 minutos andando todos los servicios que puedes necesitar, esta la playa postiguet, el casco histórico de Alicante, centros comerciales, bancos, paradas de bus, tranvía, colegios, centro de salud, gimnasio, spa, salón de belleza, parques infantiles, hostelería, y mucho más. Los gastos de comunidad son de 100 euros al mes, y de IBI aproximadamente se pagan 600 euros al año. Si quiere visualizar el tour virtual puede enviarnos un mensaje y se lo facilitaremos o si prefiere hacer una visita al inmueble puede visitarnos en nuestra oficina en C/ Navas N. º 9, bajo (03001), Alicante o ponerse en contacto con nosotros y uno de nuestros profesionales le atenderá. *El presente documento tiene carácter meramente informativo y no vinculante, por lo que no supone información contractual alguna, siendo su uso estrictamente comercial*.",False,good,False,True,3786.0,{'typology': 'flat'},"{'subtitle': 'Centro Tradicional, Alicante / Alacant', 'title': 'Piso'}",False,False,False,False,False,False,,,
93232397,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1a/cf/8f/1087237438.webp,JR285,14,1,450000.0,"{'price': {'amount': 450000.0, 'currencySuffix': '€'}}",flat,sale,165.0,True,4,2,barrio Centro Tradicional,Alicante,Alicante / Alacant,Centro,es,Centro Tradicional,38.3469722,-0.4830715,False,https://www.idealista.com/inmueble/93232397/,275,"Les presentamos este piso que se encuentra ubicado en Rambla Méndez Núñez situado en el CENTRO DE ALICANTE. Tiene una superficie de 165 m2 de los cuales 130 m2 son útiles. Está distribuido en salón, 4 habitaciones, 2 baños y cocina equipada. Excelentes calidades con puerta blindada, suelo de mármol italiano, carpintería exterior de PVC/climalit e interior de roble, armarios empotrados, aire acondicionado frio/calor, preparado para domótica, hidromasaje, etc.  El edificio dispone de ascensor.   PLAZAS DE GARAJE OPCIONAL EN EL MISMO EDIFICIO (NO INCLUIDA EN EL PRECIO DE VENTA).    Zona dotada de todos los servicios como supermercados, farmacias, transporte urbano (autobuses, TRAM), etc.. .    GESTIÓN INMOBILIARIA Y PRODUCTOS DE INVERSIÓN.  SU INMOBILIARIA DE CONFIANZA  Encuentra más en.",False,good,False,False,2727.0,{'typology': 'flat'},"{'subtitle': 'Centro Tradicional, Alicante / Alacant', 'title': 'Piso'}",True,False,False,False,False,False,,,
103855912,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/30/b9/9c/1202326326.webp,01297,46,7,380000.0,"{'price': {'amount': 380000.0, 'currencySuffix': '€'}}",flat,sale,118.0,True,4,2,avenida Maisonnave,Alicante,Alicante / Alacant,Centro,es,Ensanche-Diputación,38.3421898,-0.4899423,False,https://www.idealista.com/inmueble/103855912/,831,"Venta Magnifico piso en el centro de Alicante, junto a El Corte Inglés. Distribución: Hall de entrada Amplio salón de unos 30 m2 Cocina de 15 m2 con muebles altos y bajos de roble y bancada de mármol, con mesa para comer Cuatro dormitorios con armarios empotrados, el principal con dos armarios y cuarto de baño Dos cuartos de baño completos, uno con ducha y el otro con bañera, con mueble en lavabo Suelo de parquet Moldura escayola en pasillo, salón y cocina Pintura de saco en salón y dormitorio principal Ventanas de aluminio y madera Puerta blindada El edificio cuenta con portero físico Hay posibilidad de dos plazas de garaje no incluidas en el precio.",False,good,False,True,3220.0,{'typology': 'flat'},"{'subtitle': 'Ensanche-Diputación, Alicante / Alacant', 'title': 'Piso en avenida Maisonnave'}",False,False,False,False,False,False,,,
105482262,https://img4.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9c/c4/dd/1253603623.webp,,42,2,335000.0,"{'price': {'amount': 335000.0, 'currencySuffix': '€'}}",flat,sale,102.0,True,3,2,calle Maestro Marqués,Alicante,Alicante / Alacant,Centro,es,Mercado,38.3493683,-0.4903326,False,https://www.idealista.com/inmueble/105482262/,937,"¡Descubre tu nuevo hogar en el corazón de Alicante! Este espectacular piso de 102 m² construidos y 96 m² útiles está en proceso de renovación total, ofreciendo un diseño moderno y funcional que te encantará. Ubicado en el segundo piso de un edificio con ascensor, esta vivienda es perfecta para quienes buscan comodidad y accesibilidad, siendo apta para personas con movilidad reducida. El piso cuenta con tres dormitorios, dos de ellos dobles y uno sencillo, todos con armarios empotrados que maximizan el espacio. Dispone de dos baños completos, ideales para la comodidad de toda la familia. La cocina abierta tipo americana se integra perfectamente con el salón, creando un ambiente amplio y luminoso, perfecto para disfrutar de momentos inolvidables con tus seres queridos. Además, podrás disfrutar del aire fresco en su terraza y balcón, ambos con orientación Norte y Este, lo que garantiza una excelente iluminación natural durante todo el día. El aire acondicionado asegura una temperatura agradable en cualquier época del año. La ubicación es inmejorable: en pleno centro de Alicante, cerca de la emblemática Plaza de los Luceros. Rodeado de servicios como paradas de autobús, tram, supermercados, estación de tren, bancos, tiendas, colegios y parques, tendrás todo lo que necesitas a un paso de tu hogar. No pierdas la oportunidad de vivir en una zona privilegiada con todas las comodidades. ¡Contacta con nosotros y agenda tu visita hoy mismo!",False,good,False,True,3284.0,{'typology': 'flat'},"{'subtitle': 'Mercado, Alicante / Alacant', 'title': 'Piso en calle Maestro Marqués'}",False,False,False,False,False,False,,,
